"addr1";"addr2";"areacode";"booktour";"cat1";"cat2";"cat3";"contentid";"contenttypeid";"createdtime";"firstimage";"firstimage2";"cpyrhtDivCd";"mapx";"mapy";"mlevel";"modifiedtime";"sigungucode";"tel";"title";"zipcode";"visitNo"
"춘천시 소양고개길 26";"";"32";"";"A05";"A0502";"A05020100";"133302";"39";"20030924090000";"http://tong.visitkorea.or.kr/cms/resource/41/1842841_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/41/1842841_image3_1.jpg";"Type3";"127.7254937877";"37.8835810460";"6";"20230702102412";"13";"033-254-3203, 257-3203";"봉운장갈비";"24272";0
"달성군 하빈면 달구벌대로55길 104-4";"";"4";"";"A05";"A0502";"A05020100";"133306";"39";"20030819090000";"http://tong.visitkorea.or.kr/cms/resource/62/1821762_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/62/1821762_image3_1.jpg";"Type3";"128.4176530958";"35.8791101308";"6";"20230524150738";"3";"053-582-0278";"동곡할매손칼국수";"42903";0
"중구 세종대로11길 47";"";"1";"";"A05";"A0502";"A05020100";"133308";"39";"20040217090000";"http://tong.visitkorea.or.kr/cms/resource/97/1290397_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/97/1290397_image3_1.jpg";"Type3";"126.9732938489";"37.5618991361";"6";"20231206155224";"24";"02-755-0897";"서문회관";"04513";0
"중구 자갈치해안로 55";"";"6";"";"A05";"A0502";"A05020100";"133313";"39";"20021115090000";"http://tong.visitkorea.or.kr/cms/resource/51/1982751_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/51/1982751_image3_1.jpg";"Type3";"129.0311458269";"35.0971289007";"6";"20230117132539";"15";"0507-1338-7617";"부산명물횟집";"48984";0
"중구 국채보상로 598-1";"";"4";"";"A05";"A0502";"A05020100";"133324";"39";"20021030090000";"http://tong.visitkorea.or.kr/cms/resource/12/1896912_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/12/1896912_image3_1.jpg";"Type3";"128.5960514978";"35.8704060615";"6";"20230209130645";"8";"053-425-5924";"상주식당";"41938";0
"청주시 상당구 남사로93번길 21";"";"33";"";"A05";"A0502";"A05020100";"133343";"39";"20030926090000";"http://tong.visitkorea.or.kr/cms/resource/22/1982022_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/22/1982022_image3_1.jpg";"Type3";"127.4854957395";"36.6329211642";"6";"20230425141051";"10";"043-221-6523";"경주집버섯찌개";"28528";0
"청주시 상당구 남사로93번길 17";"(서문동)";"33";"";"A05";"A0502";"A05020100";"133344";"39";"20030417090000";"http://tong.visitkorea.or.kr/cms/resource/16/1982016_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/16/1982016_image3_1.jpg";"Type3";"127.4856512854";"36.6327795160";"6";"20231206132832";"10";"043-256-7928";"상주집";"28528";0
"옥천군 동이면 조령2길 23";"";"33";"";"A05";"A0502";"A05020100";"133383";"39";"20030925090000";"http://tong.visitkorea.or.kr/cms/resource/05/1983905_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/05/1983905_image3_1.jpg";"Type3";"127.6715832316";"36.2804454036";"6";"20230412145309";"5";"055-932-7358";"부산식당";"29022";0
"옥천군 청산면 지전1길 26";"";"33";"";"A05";"A0502";"A05020100";"133384";"39";"20040224090000";"http://tong.visitkorea.or.kr/cms/resource/59/1022759_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/59/1022759_image3_1.jpg";"Type3";"127.7925373090";"36.3461289679";"6";"20230423054205";"5";"043-732-8404";"선광집";"29013";0
"동구 산서로1659번길 29";"";"3";"";"A05";"A0502";"A05020100";"133387";"39";"20030819090000";"http://tong.visitkorea.or.kr/cms/resource/22/3071322_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/22/3071322_image3_1.JPG";"Type3";"127.4608961879";"36.2911348638";"6";"20231215153659";"2";"042-271-0207";"별천지식당";"34711";0
"공주시 금강공원길 15-2";"";"34";"";"A05";"A0502";"A05020100";"133392";"39";"20031010090000";"http://tong.visitkorea.or.kr/cms/resource/86/1022586_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/86/1022586_image3_1.jpg";"Type3";"127.1219440115";"36.4664893489";"6";"20230710153437";"1";"041-855-7080";"새이학가든";"32537";0
"서산시 고운로 162";"(동문동)";"34";"";"A05";"A0502";"A05020100";"133403";"39";"20030926090000";"http://tong.visitkorea.or.kr/cms/resource/13/3107513_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/13/3107513_image3_1.JPG";"Type3";"126.4532041292";"36.7833662561";"6";"20240304095758";"7";"041-665-5392";"삼기꽃게장";"31981";0
"군포시 군포로556번길 6";"";"31";"";"A05";"A0502";"A05020100";"133412";"39";"20030825090000";"http://tong.visitkorea.or.kr/cms/resource/97/1771097_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/97/1771097_image3_1.jpg";"Type3";"126.9472353625";"37.3554976301";"6";"20230418112555";"7";"031-452-0025";"군포식당";"15840";0
"전주시 완산구 전라감영2길 15";"";"37";"";"A05";"A0502";"A05020100";"133413";"39";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/18/1977418_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/18/1977418_image3_1.jpg";"Type3";"127.1418595274";"35.8153168461";"6";"20240118174312";"12";"063-286-0100";"백번집";"55038";0
"전주시 완산구 전주객사2길 20";"";"37";"";"A05";"A0502";"A05020100";"133416";"39";"20030424090000";"http://tong.visitkorea.or.kr/cms/resource/82/1977482_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/82/1977482_image3_1.jpg";"Type3";"127.1411817453";"35.8177637785";"6";"20240118104605";"12";"063-284-8964";"삼일관";"54999";0
"하남시 하남대로 674";"";"31";"";"A05";"A0502";"A05020100";"133423";"39";"20040219090000";"http://tong.visitkorea.or.kr/cms/resource/78/1857378_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/78/1857378_image3_1.jpg";"Type3";"127.2170947242";"37.5320847708";"6";"20230331103302";"30";"031-791-0011";"마방집";"12956";0
"광주시 남한산성면 남한산성로 803-6";"";"31";"";"A05";"A0502";"A05020100";"133429";"39";"20031010090000";"http://tong.visitkorea.or.kr/cms/resource/06/1885006_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/06/1885006_image3_1.jpg";"Type3";"127.1843270605";"37.4766656097";"6";"20231205171354";"5";"031-743-5399";"산성별장";"12700";0
"광주시 곤지암읍 경충대로 621";"";"31";"";"A05";"A0502";"A05020100";"133432";"39";"20040220090000";"http://tong.visitkorea.or.kr/cms/resource/74/1956574_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/74/1956574_image3_1.jpg";"Type3";"127.3399609705";"37.3503886174";"6";"20231221171937";"5";"031-762-6265";"골목집소머리국밥";"12804";0
"고창군 아산면 중촌길 20-5";"";"37";"";"A05";"A0502";"A05020100";"133445";"39";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/03/1977503_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/03/1977503_image3_1.jpg";"Type3";"126.5855281302";"35.5039010729";"6";"20240118174312";"1";"063-563-3434";"선운사 산장회관";"56452";0
"동두천시 생연로 124";"";"31";"";"A05";"A0502";"A05020100";"133451";"39";"20040219090000";"http://tong.visitkorea.or.kr/cms/resource/21/1188621_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/21/1188621_image3_1.jpg";"Type3";"127.0513547312";"37.9035218803";"6";"20230601162931";"10";"031-863-2011";"생연칼국수삼계탕";"11330";0
"곡성군 석곡면 석곡로 60";"";"38";"";"A05";"A0502";"A05020100";"133474";"39";"20031009090000";"http://tong.visitkorea.or.kr/cms/resource/63/1973463_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/63/1973463_image3_1.jpg";"Type3";"127.2538783151";"35.1324183407";"6";"20230413171828";"3";"061-362-3133";"석곡식당";"57559";0
"보성군 보성읍 신일길 13-5";"";"38";"";"A05";"A0502";"A05020100";"133476";"39";"20031226090000";"http://tong.visitkorea.or.kr/cms/resource/41/1743041_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/41/1743041_image3_1.jpg";"Type3";"127.0814915131";"34.7682008377";"6";"20230725100950";"10";"061-852-2412";"보성양탕집";"59457";0
"화천군 간동면 배터길 45";"";"32";"";"A05";"A0502";"A05020100";"133487";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/30/1022530_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/30/1022530_image3_1.jpg";"Type3";"127.7756689748";"38.0961433392";"6";"20230702095650";"17";"";"강변횟집";"24132";0
"목포시 번화로 46";"";"38";"";"A05";"A0502";"A05020100";"133489";"39";"20021022090000";"http://tong.visitkorea.or.kr/cms/resource/87/1973387_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/87/1973387_image3_1.jpg";"Type3";"126.3844969330";"34.7861566818";"6";"20230526143128";"8";"061-242-8025";"만호유달횟집";"58753";0
"여수시 중앙1길 10";"";"38";"";"A05";"A0502";"A05020100";"133491";"39";"20031210090000";"http://tong.visitkorea.or.kr/cms/resource/88/1973188_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/88/1973188_image3_1.jpg";"Type3";"127.7366458955";"34.7400874110";"6";"20230221111108";"13";"061-662-3782";"노래미식당";"59737";0
"상주시 영남제일로 2160-3";"(남장동)";"35";"";"A05";"A0502";"A05020100";"133523";"39";"20040224090000";"http://tong.visitkorea.or.kr/cms/resource/08/1896208_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/08/1896208_image3_1.jpg";"Type3";"128.1128236736";"36.4096108765";"6";"20230821105640";"9";"054-534-5539";"남장송어장";"37163";0
"서구 구덕로 202";"";"6";"";"A05";"A0502";"A05020100";"133530";"39";"20030821090000";"http://tong.visitkorea.or.kr/cms/resource/66/1902066_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/66/1902066_image3_1.jpg";"Type3";"129.0201466324";"35.1026669669";"6";"20230125105042";"11";"051-244-6458";"대궁삼계탕";"49224";0
"해운대구 청사포로58번길 62";"";"6";"";"A05";"A0502";"A05020100";"133533";"39";"20030821090000";"http://tong.visitkorea.or.kr/cms/resource/62/1982662_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/62/1982662_image3_1.jpg";"Type3";"129.1881304242";"35.1611885212";"6";"20230503145745";"16";"051-742-0011";"금오횟집";"48116";0
"산청군 생초면 산수로 1020";"";"36";"";"A05";"A0502";"A05020100";"133546";"39";"20070413090000";"http://tong.visitkorea.or.kr/cms/resource/61/1892861_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/61/1892861_image3_1.jpg";"Type3";"127.8364398309";"35.4923462003";"6";"20231013171103";"9";"055-973-5757";"생초식당";"52203";0
"함양군 안의면 육십령로 3077";"";"36";"";"A05";"A0502";"A05020100";"133547";"39";"20031022090000";"http://tong.visitkorea.or.kr/cms/resource/16/1980516_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/16/1980516_image3_1.jpg";"Type3";"127.7801413376";"35.6228082233";"6";"20230818170613";"20";"055-962-4400";"동원가든";"50005";0
"군산시 개정면 금강로 470";"";"37";"";"A05";"A0502";"A05020100";"133561";"39";"20031008090000";"http://tong.visitkorea.or.kr/cms/resource/21/662521_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/21/662521_image3_1.jpg";"Type3";"126.7713770921";"35.9831246695";"6";"20240130153011";"2";"063-453-0608";"계곡가든꽃게장";"54065";0
"김제시 금구면 대율2길 192";"";"37";"";"A05";"A0502";"A05020100";"133564";"39";"20021122090000";"http://tong.visitkorea.or.kr/cms/resource/30/3045430_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/30/3045430_image3_1.jpg";"Type3";"127.0281258492";"35.7906649055";"6";"20240118111701";"3";"063-546-5350";"바랑산가든";"54341";0
"김제시 동서8길 21";"";"37";"";"A05";"A0502";"A05020100";"133573";"39";"20040826090000";"http://tong.visitkorea.or.kr/cms/resource/65/1977365_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/65/1977365_image3_1.jpg";"Type3";"126.8879603484";"35.7987171333";"6";"20240118105345";"3";"063-547-9991";"두꺼비회관";"54408";0
"완주군 봉동읍 봉동로 137-6";"";"37";"";"A05";"A0502";"A05020100";"133585";"39";"20040112090000";"http://tong.visitkorea.or.kr/cms/resource/94/1977494_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/94/1977494_image3_1.jpg";"Type3";"127.1677429103";"35.9373006324";"6";"20240118112153";"8";"063-261-2072";"선심갈비";"55326";0
"전주시 완산구 기린대로 177 호남성";"";"37";"";"A05";"A0502";"A05020100";"133608";"39";"20030430090000";"http://tong.visitkorea.or.kr/cms/resource/29/1977429_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/29/1977429_image3_1.jpg";"Type3";"127.1491531092";"35.8234743782";"6";"20240118100025";"12";"063-282-5001";"백송회관";"55000";0
"양주시 백석읍 기산로440번길 177";"";"31";"";"A05";"A0502";"A05020100";"133636";"39";"20031007090000";"http://tong.visitkorea.or.kr/cms/resource/37/1891637_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/37/1891637_image3_1.jpg";"Type3";"126.9394132839";"37.7687355709";"6";"20230329112735";"18";"031-871-8989";"대궐산장";"11518";0
"장흥군 장흥읍 동교2길 37";"";"38";"";"A05";"A0502";"A05020100";"133637";"39";"20031224090000";"http://tong.visitkorea.or.kr/cms/resource/70/219970_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/70/219970_image3_1.jpg";"Type3";"126.9091921816";"34.6791690530";"6";"20230414174009";"20";"061-862-1021";"바다하우스";"59324";0
"밀양시 상동면 안인1길 32-1";"";"36";"";"A05";"A0502";"A05020100";"133644";"39";"20031028090000";"http://tong.visitkorea.or.kr/cms/resource/68/1892868_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/68/1892868_image3_1.jpg";"Type3";"128.7634575952";"35.5203514535";"6";"20231026212002";"7";"055-354-6185";"광명횟집";"50409";0
"양산시 하북면 신평강변로 86";"";"36";"";"A05";"A0502";"A05020100";"133645";"39";"20040226090000";"http://tong.visitkorea.or.kr/cms/resource/57/3069857_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/57/3069857_image3_1.JPG";"Type3";"129.0814471923";"35.4933881544";"6";"20231215093744";"10";"";"경기식당";"50502";0
"청도군 청도읍 청화로 206-1";"";"35";"";"A05";"A0502";"A05020100";"133658";"39";"20040112090000";"http://tong.visitkorea.or.kr/cms/resource/22/1969322_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/22/1969322_image3_1.jpg";"Type3";"128.7462891144";"35.6405653633";"6";"20230417112028";"20";"054-371-2331";"삼양추어탕";"38341";0
"함양군 마천면 백무동로 321";"";"36";"";"A05";"A0502";"A05020100";"133673";"39";"20040225090000";"http://tong.visitkorea.or.kr/cms/resource/21/1980521_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/21/1980521_image3_1.jpg";"Type3";"127.6805986576";"35.3624275706";"6";"20231031130924";"20";"055-962-5277";"백무산장";"50057";0
"서산시 율지19길 78 반도회관";"";"34";"";"A05";"A0502";"A05020100";"133680";"39";"20030926090000";"http://tong.visitkorea.or.kr/cms/resource/71/1894071_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/71/1894071_image3_1.jpg";"Type3";"126.4651503612";"36.7799418564";"6";"20230308172351";"7";"041-665-2262";"반도회관";"31993";0
"의령군 의령읍 의병로18길 6";"";"36";"";"A05";"A0502";"A05020100";"133690";"39";"20031006090000";"http://tong.visitkorea.or.kr/cms/resource/40/1023140_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/40/1023140_image3_1.jpg";"Type3";"128.2603515987";"35.3192455091";"6";"20230725103005";"12";"055-573-2514";"다시식당";"52149";0
"양구군 방산면 장거리길 17";"";"32";"";"A05";"A0502";"A05020100";"133708";"39";"20031006090000";"http://tong.visitkorea.or.kr/cms/resource/82/1951382_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/82/1951382_image3_1.jpg";"Type3";"127.9490636313";"38.2087279232";"6";"20230702052350";"6";"033-481-5287";"백토미가";"24502";0
"강진군 강진읍 서성안길 5";"";"38";"";"A05";"A0502";"A05020100";"133734";"39";"20031006090000";"http://tong.visitkorea.or.kr/cms/resource/97/1973397_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/97/1973397_image3_1.jpg";"Type3";"126.7673445240";"34.6389073225";"6";"20230407131930";"1";"061-433-2147";"명동식당";"59235";0
"영암군 학산면 독천로 162-1";"";"38";"";"A05";"A0502";"A05020100";"133737";"39";"20021122090000";"http://tong.visitkorea.or.kr/cms/resource/53/1023753_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/53/1023753_image3_1.jpg";"Type3";"126.5670545241";"34.7247971400";"6";"20230308151606";"17";"061-472-4222";"독천식당";"58439";0
"속초시 관광로 457-11";"(노학동)";"32";"";"A05";"A0502";"A05020100";"133781";"39";"20031002090000";"http://tong.visitkorea.or.kr/cms/resource/29/1813729_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/29/1813729_image3_1.jpg";"Type3";"128.5331856739";"38.2007872757";"6";"20230913171949";"5";"033-635-2323";"두메산골";"24867";0
"서초구 서초대로 346";"";"1";"";"A05";"A0502";"A05020100";"133785";"39";"20040218090000";"http://tong.visitkorea.or.kr/cms/resource/31/1808731_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/31/1808731_image3_1.jpg";"Type3";"127.0194526437";"37.4951604943";"6";"20230317160845";"15";"02-537-0077";"서석대";"06631";0
"횡성군 강림면 주천강로강림5길 37";"";"32";"";"A05";"A0502";"A05020100";"133786";"39";"20031002090000";"http://tong.visitkorea.or.kr/cms/resource/88/1813788_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/88/1813788_image3_1.jpg";"Type3";"128.1360270228";"37.3806942392";"6";"20230702052801";"18";"033-342-7148";"강림순대";"25272";0
"용인시 기흥구 민속촌로 90";"";"31";"";"A05";"A0502";"A05020100";"133806";"39";"20031002090000";"http://tong.visitkorea.or.kr/cms/resource/29/1790729_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/29/1790729_image3_1.jpg";"Type3";"127.1205445440";"37.2593868634";"6";"20231207092000";"23";"031-288-2851";"민속장터";"17075";0
"광주시 남종면 산수로 1633";"";"31";"";"A05";"A0502";"A05020100";"133814";"39";"20041108090000";"http://tong.visitkorea.or.kr/cms/resource/35/688035_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/35/688035_image3_1.jpg";"Type3";"127.3011325839";"37.4952377933";"6";"20230116135643";"5";"031-767-9055";"강촌매운탕";"12708";0
"강릉시 토성로 171";"";"32";"";"A05";"A0502";"A05020100";"133817";"39";"20030408090000";"http://tong.visitkorea.or.kr/cms/resource/09/3007909_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/09/3007909_image3_1.jpg";"Type1";"128.8948695220";"37.7564680954";"6";"20240229093708";"1";"033-648-0340";"강릉감자옹심";"25530";0
"동해시 삼화로 253-6";"";"32";"";"A05";"A0502";"A05020100";"133820";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/89/3070189_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/89/3070189_image3_1.jpg";"Type3";"129.0463534845";"37.4744869353";"6";"20231215112108";"3";"033-534-9199";"굴뚝촌";"25746";0
"부산진구 가야대로 772";"";"6";"";"A05";"A0502";"A05020400";"133831";"39";"20031001090000";"http://tong.visitkorea.or.kr/cms/resource/11/1982711_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/11/1982711_image3_1.jpg";"Type3";"129.0564308853";"35.1568643460";"6";"20230112162035";"7";"051-810-6340";"도림";"47285";0
"남양주시 조안면 다산로747번길 45";"";"31";"";"A05";"A0502";"A05020100";"133832";"39";"20040220090000";"http://tong.visitkorea.or.kr/cms/resource/10/3107010_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/10/3107010_image3_1.JPG";"Type3";"127.3033372906";"37.5178907614";"6";"20240228143015";"9";"";"감나무집";"12283";0
"부산진구 가야대로 772";"43층";"6";"";"A05";"A0502";"A05020100";"133839";"39";"20031001090000";"http://tong.visitkorea.or.kr/cms/resource/22/1982722_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/22/1982722_image3_1.jpg";"Type3";"129.0564308853";"35.1568643460";"6";"20230816113328";"7";"051-810-6330";"무궁화";"47285";0
"중구 명동8길 8-10";"";"1";"";"A05";"A0502";"A05020100";"133858";"39";"20030529090000";"http://tong.visitkorea.or.kr/cms/resource/81/3108581_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/81/3108581_image3_1.JPG";"Type3";"126.9840706025";"37.5633880455";"6";"20240311111833";"24";"02-776-3267";"백제삼계탕";"04536";0
"남구 앞산순환로 443";"";"4";"";"A05";"A0502";"A05020100";"133894";"39";"20030930090000";"http://tong.visitkorea.or.kr/cms/resource/05/1970305_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/05/1970305_image3_1.jpg";"Type3";"128.5735656841";"35.8310378812";"6";"20230403102623";"1";"053-656-8111";"대덕식당";"42490";0
"사상구 낙동대로 1231";"";"6";"0";"A01";"A0101";"A01010500";"1338947";"12";"20110722230035";"http://tong.visitkorea.or.kr/cms/resource/63/2488063_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/63/2488063_image2_1.jpg";"Type3";"128.9732044604";"35.1691447700";"6";"20240315101844";"9";"";"삼락생태공원";"46900";0
"중구 해관로 32";"";"6";"";"A05";"A0502";"A05020300";"133906";"39";"20030930090000";"http://tong.visitkorea.or.kr/cms/resource/89/1902089_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/89/1902089_image3_1.jpg";"Type3";"129.0359119519";"35.1017895777";"6";"20231206154312";"15";"051-246-1225";"명송초밥";"48957";0
"포항시 남구 중앙로134번길 27";"";"35";"";"A04";"A0401";"A04010200";"1339125";"38";"20110723005241";"http://tong.visitkorea.or.kr/cms/resource/78/1968978_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/78/1968978_image3_1.jpg";"Type3";"129.3709567383";"36.0258252363";"6";"20230816113007";"23";"054-272-3489";"동해 종합시장";"37791";0
"부천시 삼작로 400";"(원종동)";"31";"";"A04";"A0401";"A04010200";"1339134";"38";"20110723005852";"http://tong.visitkorea.or.kr/cms/resource/71/1941771_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/71/1941771_image3_1.jpg";"Type3";"126.8060575048";"37.5197316054";"6";"20230206173541";"11";"";"부천 원종종합시장";"14473";0
"북구 무룡로 177";"";"7";"";"A05";"A0502";"A05020100";"133922";"39";"20021118090000";"http://tong.visitkorea.or.kr/cms/resource/22/1588222_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/22/1588222_image3_1.jpg";"Type3";"129.3784244384";"35.5783313938";"6";"20231027110755";"4";"052-288-4545";"동해농장식당";"44246";0
"강릉시 강동면 대동안길 15";"";"32";"";"A05";"A0502";"A05020100";"133930";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/37/1813837_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/37/1813837_image3_1.jpg";"Type3";"128.9779518857";"37.7256149516";"6";"20230727094721";"1";"033-644-6175";"꼭지네식당";"25620";0
"강릉시 정원로 74-15";"";"32";"";"A05";"A0502";"A05020100";"133932";"39";"20030929090000";"http://tong.visitkorea.or.kr/cms/resource/52/1822452_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/52/1822452_image3_1.jpg";"Type3";"128.8317275887";"37.8592327473";"6";"20230927101818";"1";"033-662-2263";"동해막국수";"25516";0
"부여군 부여읍 삼충로 97";"";"34";"";"A05";"A0502";"A05020100";"133950";"39";"20040224090000";"http://tong.visitkorea.or.kr/cms/resource/79/1902479_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/79/1902479_image3_1.jpg";"Type3";"126.9456282938";"36.2954253093";"6";"20230413170645";"6";"041-836-0306";"백제가든";"33127";0
"경주시 불국신택지7길 32-7";"";"35";"";"A05";"A0502";"A05020100";"133956";"39";"20040225090000";"http://tong.visitkorea.or.kr/cms/resource/15/1896215_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/15/1896215_image3_1.jpg";"Type3";"129.3269146823";"35.7868513844";"6";"20230504101105";"2";"054-746-4640";"부산식당";"38127";0
"경주시 흥무로 51-14";"";"35";"";"A05";"A0502";"A05020100";"133970";"39";"20040225090000";"http://tong.visitkorea.or.kr/cms/resource/48/1896248_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/48/1896248_image3_1.jpg";"Type3";"129.1953552292";"35.8405567268";"6";"20230314101726";"2";"054-774-2050";"석하한정식";"38058";0
"사상구 광장로 68";"";"6";"";"A05";"A0502";"A05020100";"133997";"39";"20041229090000";"http://tong.visitkorea.or.kr/cms/resource/94/1189494_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/94/1189494_image3_1.jpg";"Type3";"128.9840592735";"35.1617263562";"6";"20230710133020";"9";"051-322-1223";"대궐안집";"46972";0
"속초시 관광로 447";"";"32";"";"A05";"A0502";"A05020100";"134006";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/46/1951346_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/46/1951346_image3_1.jpg";"Type3";"128.5349661070";"38.1995235687";"6";"20230702050319";"5";"033-636-3606";"본가 궁중해장국";"24867";0
"중구 세종대로 135";"";"1";"";"A05";"A0502";"A05020400";"134030";"39";"20041229090000";"http://tong.visitkorea.or.kr/cms/resource/46/1290346_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/46/1290346_image3_1.jpg";"Type3";"126.9762489670";"37.5678346101";"6";"20230727112324";"24";"02-2171-7869";"대상해";"04519";0
"철원군 동송읍 창동로 2421";"";"32";"";"A05";"A0502";"A05020100";"134047";"39";"20040220090000";"http://tong.visitkorea.or.kr/cms/resource/65/1022465_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/65/1022465_image3_1.jpg";"Type3";"127.2875914475";"38.1877957790";"6";"20231012174334";"12";"033-455-8787";"고석정회관";"24023";0
"안양시 만안구 박달로 579";"";"31";"";"A05";"A0502";"A05020100";"134065";"39";"20041230090000";"http://tong.visitkorea.or.kr/cms/resource/14/1942914_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/14/1942914_image3_1.jpg";"Type3";"126.9171701018";"37.4029360362";"6";"20230530174304";"17";"031-469-0041";"개성면옥";"13988";0
"여주시 강변북로 7";"";"31";"";"A05";"A0502";"A05020100";"134069";"39";"20061002090000";"http://tong.visitkorea.or.kr/cms/resource/68/1885068_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/68/1885068_image3_1.jpg";"Type3";"127.6489733128";"37.3006888924";"6";"20230802205641";"20";"031-885-8840";"마우리";"12639";0
"여주시 여양로 222-3";"";"31";"";"A05";"A0502";"A05020400";"134070";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/75/1885075_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/75/1885075_image3_1.jpg";"Type3";"127.6493176639";"37.3028553147";"6";"20231206154444";"20";"031-885-0705";"만다린";"12636";0
